,Title,Year,Genre,Awards,Metascore,BoxOffice
905,Alexander,2004,"Action, Adventure, Biography, Drama, History, Romance, War",6 wins & 19 nominations.,39,"$34,264,081"
904,National Treasure,2004,"Action, Adventure, Family, Mystery, Thriller",1 win & 9 nominations.,39,"$172,975,674"
879,Woman Thou Art Loosed,2004,Drama,6 wins & 7 nominations.,55,"$6,804,016"
880,Layer Cake,2004,"Action, Crime, Drama, Thriller",2 wins & 9 nominations.,73,"$2,277,736"
881,Ladder 49,2004,"Action, Drama, Thriller",1 win & 6 nominations.,47,"$74,463,263"
882,Saw,2004,"Horror, Mystery",8 wins & 10 nominations.,46,"$55,100,000"
883,Primer,2004,"Drama, Sci-Fi, Thriller",3 wins & 7 nominations.,68,"$392,420"
884,Team America: World Police,2004,"Action, Comedy",1 win & 11 nominations.,64,"$32,700,000"
886,Eulogy,2004,"Comedy, Drama",N/A,34,"$41,788"
888,Finding Neverland,2004,"Biography, Drama, Family",Won 1 Oscar. Another 19 wins & 80 nominations.,67,N/A
889,The Grudge,2004,"Horror, Mystery, Thriller",2 wins & 10 nominations.,49,"$110,175,871"
890,Vera Drake,2004,"Crime, Drama",Nominated for 3 Oscars. Another 40 wins & 40 nominations.,83,"$3,627,889"
877,Guiana 1838,2004,Drama,1 win.,N/A,N/A
891,Alfie,2004,"Comedy, Drama, Romance",Won 1 Golden Globe. Another 6 wins & 7 nominations.,49,"$13,351,235"
893,A Very Long Engagement,2004,"Drama, Mystery, Romance, War",Nominated for 2 Oscars. Another 17 wins & 33 nominations.,76,"$6,200,000"
894,Ray,2004,"Biography, Drama, Music",Won 2 Oscars. Another 52 wins & 54 nominations.,73,"$75,000,000"
895,The Incredibles,2004,"Animation, Action, Adventure, Family",Won 2 Oscars. Another 65 wins & 55 nominations.,90,N/A
896,District B13,2004,"Action, Crime, Thriller",1 win & 1 nomination.,70,"$1,150,592"
898,The Polar Express,2004,"Animation, Adventure, Comedy, Family, Fantasy, Musical",Nominated for 3 Oscars. Another 5 wins & 23 nominations.,61,"$162,800,000"
899,Seed of Chucky,2004,"Comedy, Fantasy, Horror, Thriller",1 win & 6 nominations.,46,"$17,016,190"
900,After the Sunset,2004,"Action, Comedy, Crime, Drama",1 nomination.,38,"$28,300,000"
901,Veer-Zaara,2004,"Drama, Family, Musical, Romance",21 wins & 29 nominations.,67,"$2,856,738"
902,The SpongeBob SquarePants Movie,2004,"Animation, Adventure, Comedy, Family, Fantasy",1 win & 10 nominations.,66,"$85,373,733"
903,Howl's Moving Castle,2004,"Animation, Adventure, Family, Fantasy",Nominated for 1 Oscar. Another 14 wins & 19 nominations.,80,"$4,520,887"
892,Sideways,2004,"Comedy, Drama, Romance",Won 1 Oscar. Another 122 wins & 87 nominations.,94,"$71,444,367"
920,Incident at Loch Ness,2004,"Adventure, Comedy, Horror",1 win.,62,N/A
839,AVP: Alien vs. Predator,2004,"Action, Horror, Sci-Fi, Thriller",2 wins & 4 nominations.,29,"$80,218,314"
824,"I, Robot",2004,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",Nominated for 1 Oscar. Another 1 win & 13 nominations.,59,N/A
749,Against the Ropes,2004,"Biography, Drama, Romance, Sport",2 nominations.,36,"$5,696,752"
750,The Blue Butterfly,2004,"Drama, Adventure",1 win & 6 nominations.,N/A,N/A
751,Welcome to Mooseport,2004,"Comedy, Romance",N/A,33,"$14,244,145"
753,Club Dread,2004,"Comedy, Horror, Mystery, Thriller",N/A,45,"$4,559,739"
754,Decoys,2004,"Comedy, Horror, Sci-Fi",N/A,N/A,N/A
755,Hidalgo,2004,"Action, Adventure, Biography, Drama, Sport, Western",1 win & 2 nominations.,54,"$67,249,474"
756,Starsky & Hutch,2004,"Comedy, Crime",3 wins & 10 nominations.,55,"$87,100,000"
757,Secret Window,2004,"Drama, Mystery, Thriller",3 nominations.,46,"$47,781,388"
758,The Chorus,2004,"Drama, Music",Nominated for 2 Oscars. Another 12 wins & 22 nominations.,56,"$3,411,208"
759,Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",Won 1 Oscar. Another 71 wins & 109 nominations.,89,"$34,126,138"
760,Dawn of the Dead,2004,"Action, Horror, Thriller",1 win & 17 nominations.,59,"$58,885,635"
761,Scooby-Doo 2: Monsters Unleashed,2004,"Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi",1 win & 4 nominations.,34,"$84,045,006"
762,The Ladykillers,2004,"Comedy, Crime, Thriller",5 wins & 4 nominations.,56,N/A
763,Jersey Girl,2004,"Comedy, Drama, Romance",2 wins & 7 nominations.,43,N/A
764,George and the Dragon,2004,"Action, Adventure, Comedy, Fantasy, Romance",N/A,N/A,N/A
766,Home on the Range,2004,"Animation, Adventure, Comedy, Family, Music, Western",5 nominations.,50,"$49,887,802"
767,Walking Tall,2004,"Action, Crime",2 nominations.,44,"$45,860,039"
768,Hellboy,2004,"Action, Fantasy, Horror, Sci-Fi",3 wins & 23 nominations.,72,"$59,035,104"
769,Laws of Attraction,2004,"Comedy, Romance",2 nominations.,38,"$17,848,322"
770,The Whole Ten Yards,2004,"Comedy, Crime, Thriller",1 win & 1 nomination.,24,"$16,247,590"
771,Two Brothers,2004,"Adventure, Drama, Family",2 wins & 2 nominations.,63,"$18,947,630"
748,EuroTrip,2004,"Adventure, Comedy",2 nominations.,45,N/A
747,Confessions of a Teenage Drama Queen,2004,"Comedy, Family, Music, Romance",1 win.,33,"$29,227,473"
746,50 First Dates,2004,"Comedy, Drama, Romance",6 wins & 10 nominations.,48,"$120,776,832"
722,Chasing Liberty,2004,"Comedy, Romance",5 nominations.,46,N/A
725,The I Inside,2004,"Mystery, Sci-Fi, Thriller",N/A,N/A,N/A
721,The Bridge of San Luis Rey,2004,"Drama, Romance",1 win.,25,N/A
724,Crash,2004,"Crime, Drama, Thriller",Won 3 Oscars. Another 64 wins & 111 nominations.,69,"$55,382,847"
726,Mean Creek,2004,"Crime, Drama",4 wins & 6 nominations.,74,"$295,919"
727,Along Came Polly,2004,"Comedy, Romance",1 win & 9 nominations.,44,"$87,856,565"
825,Steamboy,2004,"Animation, Action, Adventure, Fantasy, Sci-Fi, Thriller",3 wins.,66,"$287,034"
729,Torque,2004,"Action, Comedy, Crime",4 nominations.,41,"$21,000,000"
730,Super Size Me,2004,"Documentary, Comedy, Drama",Nominated for 1 Oscar. Another 7 wins & 11 nominations.,73,N/A
731,Maria Full of Grace,2004,"Crime, Drama",Nominated for 1 Oscar. Another 41 wins & 33 nominations.,87,"$6,517,198"
732,Barbershop 2: Back in Business,2004,"Comedy, Drama",2 wins & 10 nominations.,59,"$64,955,956"
772,The Alamo,2004,"Drama, History, War, Western",1 nomination.,47,N/A
733,Saved!,2004,"Comedy, Drama",1 win & 6 nominations.,62,"$8,786,715"
735,The Butterfly Effect,2004,"Drama, Sci-Fi, Thriller",1 win & 8 nominations.,30,"$57,200,000"
736,Win a Date with Tad Hamilton!,2004,"Comedy, Romance",8 nominations.,52,"$16,899,058"
737,You Got Served,2004,"Drama, Music",1 win & 5 nominations.,37,N/A
738,The Big Bounce,2004,"Comedy, Crime",N/A,42,"$6,331,346"
739,Tae Guk Gi: The Brotherhood of War,2004,"Action, Drama, War",12 wins & 7 nominations.,64,"$900,994"
740,Catch That Kid,2004,"Adventure, Comedy, Crime, Family, Mystery",1 nomination.,33,"$16,532,227"
741,Miracle,2004,"Biography, Drama, History, Sport",2 wins & 4 nominations.,68,"$64,329,473"
742,The Machinist,2004,"Drama, Thriller",7 wins & 15 nominations.,61,"$939,471"
743,Before Sunset,2004,"Drama, Romance",Nominated for 1 Oscar. Another 9 wins & 30 nominations.,90,"$5,600,000"
744,Kung Fu Hustle,2004,"Action, Comedy, Crime, Fantasy",Nominated for 1 Golden Globe. Another 23 wins & 45 nominations.,78,"$17,025,579"
734,D.E.B.S.,2004,"Action, Comedy, Romance",1 win & 2 nominations.,42,N/A
773,Johnson Family Vacation,2004,Comedy,3 nominations.,29,"$31,038,582"
752,The Passion of the Christ,2004,Drama,Nominated for 3 Oscars. Another 28 wins & 21 nominations.,47,"$368,000,000"
775,Ella Enchanted,2004,"Comedy, Family, Fantasy, Romance",1 nomination.,53,"$22,811,339"
802,Soul Plane,2004,Comedy,1 nomination.,33,"$13,922,211"
723,My Baby's Daddy,2004,Comedy,N/A,23,N/A
804,Harry Potter and the Prisoner of Azkaban,2004,"Adventure, Family, Fantasy, Mystery",Nominated for 2 Oscars. Another 14 wins & 45 nominations.,82,"$249,358,727"
805,The Stepford Wives,2004,"Comedy, Horror, Sci-Fi, Thriller",3 wins.,42,"$59,341,993"
806,Garfield,2004,"Animation, Comedy, Family, Fantasy",1 win & 1 nomination.,27,"$75,253,404"
807,Napoleon Dynamite,2004,Comedy,10 wins & 22 nominations.,64,"$44,478,018"
808,The Chronicles of Riddick,2004,"Action, Adventure, Sci-Fi, Thriller",5 nominations.,38,"$56,800,000"
809,Mr 3000,2004,"Comedy, Drama, Romance, Sport",1 win & 5 nominations.,57,"$21,772,753"
810,Around the World in 80 Days,2004,"Action, Adventure, Comedy, Family, Western",2 wins & 2 nominations.,49,N/A
811,The Terminal,2004,"Comedy, Drama, Romance",5 wins & 4 nominations.,55,"$77,032,279"
801,Raising Helen,2004,"Comedy, Drama, Romance",1 nomination.,38,"$37,379,556"
812,Dodgeball: A True Underdog Story,2004,"Comedy, Sport",2 wins & 9 nominations.,55,"$114,173,690"
814,Fahrenheit 9/11,2004,"Documentary, Drama, War",29 wins & 16 nominations.,67,"$119,078,393"
815,The Notebook,2004,"Drama, Romance",12 wins & 10 nominations.,53,"$81,000,000"
816,Spider-Man 2,2004,"Action, Adventure, Sci-Fi",Won 1 Oscar. Another 23 wins & 59 nominations.,83,"$373,377,893"
817,Night Watch,2004,"Action, Fantasy, Horror, Thriller",2 wins & 8 nominations.,58,"$1,350,726"
774,The Girl Next Door,2004,"Comedy, Drama, Romance",2 wins & 4 nominations.,47,"$14,544,008"
819,De-Lovely,2004,"Biography, Drama, Music, Musical",Nominated for 2 Golden Globes. Another 2 wins & 11 nominations.,53,"$13,148,028"
820,Anchorman: The Legend of Ron Burgundy,2004,Comedy,1 win & 13 nominations.,63,"$84,136,909"
821,Sleepover,2004,"Comedy, Family, Romance",1 win & 3 nominations.,33,"$8,070,311"
822,Riding Giants,2004,"Documentary, History, Sport",1 win & 2 nominations.,80,"$2,068,426"
823,A Cinderella Story,2004,"Comedy, Family, Romance",6 wins & 8 nominations.,25,"$51,100,000"
813,White Chicks,2004,"Comedy, Crime",3 wins & 13 nominations.,41,"$69,148,997"
800,The Day After Tomorrow,2004,"Action, Adventure, Sci-Fi, Thriller",Won 1 BAFTA Film Award. Another 5 wins & 12 nominations.,47,"$186,583,549"
818,Proud,2004,Drama,1 nomination.,N/A,N/A
798,House of Flying Daggers,2004,"Action, Adventure, Drama, Romance",Nominated for 1 Oscar. Another 19 wins & 68 nominations.,89,"$10,928,042"
778,13 Going on 30,2004,"Comedy, Fantasy, Romance",11 nominations.,57,"$54,600,000"
799,2046,2004,"Drama, Romance, Sci-Fi",35 wins & 77 nominations.,78,"$1,237,566"
777,On the Downlow,2004,Drama,N/A,N/A,N/A
780,Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",Nominated for 2 Golden Globes. Another 21 wins & 81 nominations.,83,N/A
776,Shaun of the Dead,2004,"Comedy, Horror",13 wins & 20 nominations.,76,"$13,464,388"
782,Man on Fire,2004,"Action, Crime, Drama, Thriller",1 win & 7 nominations.,47,"$77,600,000"
784,Brave New Girl,2004,"Drama, Family, Music",N/A,N/A,N/A
785,Mean Girls,2004,Comedy,7 wins & 25 nominations.,66,"$85,974,306"
786,Bobby Jones: Stroke of Genius,2004,"Biography, Drama, Romance, Sport",1 nomination.,45,"$2,536,460"
787,Godsend,2004,"Action, Drama, Fantasy, Horror, Sci-Fi, Thriller",N/A,24,"$14,285,888"
781,Connie and Carla,2004,"Comedy, Crime, Music",1 win.,44,"$7,976,065"
789,New York Minute,2004,"Comedy, Crime, Family, Romance",6 nominations.,33,"$14,018,364"
797,Shrek 2,2004,"Animation, Adventure, Comedy, Family, Fantasy, Romance",Nominated for 2 Oscars. Another 18 wins & 50 nominations.,75,"$436,471,036"
796,Dear Frankie,2004,"Drama, Romance",8 wins & 8 nominations.,63,N/A
788,Envy,2004,Comedy,3 nominations.,31,"$12,181,484"
795,Breakin' All the Rules,2004,"Comedy, Romance",1 win & 5 nominations.,46,"$11,827,301"
794,Troy,2004,"Drama, History",Nominated for 1 Oscar. Another 4 wins & 21 nominations.,56,"$132,500,000"
793,Short Cut to Nirvana: Kumbh Mela,2004,Documentary,2 wins.,55,"$30,789"
779,The Punisher,2004,"Action, Adventure, Crime, Drama, Thriller",1 win & 5 nominations.,33,"$33,682,273"
792,Mindhunters,2004,"Crime, Horror, Mystery, Thriller",4 nominations.,33,N/A
791,The Holy Girl,2004,Drama,4 wins & 8 nominations.,75,"$234,013"
790,Freeze Frame,2004,"Crime, Drama, Mystery",4 wins & 4 nominations.,55,N/A
1081,Cry Wolf,2005,"Drama, Horror, Mystery, Thriller",N/A,39,"$10,003,763"
1066,The Man,2005,"Action, Comedy, Crime",1 win & 1 nomination.,33,"$8,300,000.00"
1067,Corpse Bride,2005,"Animation, Drama, Family, Fantasy, Musical, Romance",Nominated for 1 Oscar. Another 8 wins & 28 nominations.,83,"$53,300,000"
1068,Mrs Henderson Presents,2005,"Comedy, Drama, Music, War",Nominated for 2 Oscars. Another 6 wins & 31 nominations.,71,"$10,965,943"
1069,An Unfinished Life,2005,"Drama, Family, Romance",2 wins & 1 nomination.,49,"$8,535,575"
1070,The Exorcism of Emily Rose,2005,"Drama, Horror, Thriller",4 wins & 9 nominations.,46,N/A
1084,Domino,2005,"Action, Biography, Crime, Drama, Thriller",2 wins.,36,N/A
1071,Dreamer: Inspired by a True Story,2005,"Drama, Family, Sport",1 win & 5 nominations.,59,"$33,022,286"
1072,Harsh Times,2005,"Action, Crime, Drama, Thriller",2 nominations.,56,"$3,304,691"
1073,Dave Chappelle's Block Party,2005,"Documentary, Comedy, Music",3 wins & 4 nominations.,84,"$11,700,000"
1074,The Quiet,2005,"Crime, Drama, Thriller",1 win.,29,"$289,969"
1075,Slow Burn,2005,"Drama, Mystery, Thriller",N/A,34,"$1,181,197"
1076,Walk the Line,2005,"Biography, Drama, Music, Romance",Won 1 Oscar. Another 44 wins & 46 nominations.,72,"$119,317,827"
1085,Flightplan,2005,"Action, Drama, Mystery, Thriller",2 wins & 6 nominations.,53,"$89,602,378"
3282,Fantastic Four,2005,"Action, Adventure, Fantasy, Sci-Fi",3 wins & 12 nominations.,40,"$154,485,963"
1080,Chocolate: Deep Dark Secrets,2005,"Crime, Drama, Mystery",N/A,N/A,N/A
1083,Just Like Heaven,2005,"Comedy, Drama, Fantasy, Romance",1 win & 1 nomination.,47,"$48,291,624"
1065,Water,2005,"Drama, Romance",Nominated for 1 Oscar. Another 17 wins & 14 nominations.,77,"$3,113,922"
1082,Lord of War,2005,"Crime, Drama, Thriller",2 wins & 2 nominations.,62,"$24,033,036"
1078,"Good Night, and Good Luck.",2005,"Biography, Drama, History",Nominated for 6 Oscars. Another 38 wins & 121 nominations.,80,"$31,500,000"
1056,Edmond,2005,"Drama, Thriller",3 wins & 2 nominations.,61,N/A
1063,Thank You for Smoking,2005,"Comedy, Drama",Nominated for 2 Golden Globes. Another 12 wins & 30 nominations.,71,"$24,800,000"
1086,A History of Violence,2005,"Drama, Thriller",Nominated for 2 Oscars. Another 37 wins & 78 nominations.,81,"$31,500,000"
1038,Red Eye,2005,"Mystery, Thriller",2 wins & 9 nominations.,71,"$57,859,105"
1040,Boynton Beach Club,2005,"Comedy, Romance",2 nominations.,61,"$3,007,009"
1042,The Dukes of Hazzard,2005,"Adventure, Comedy",5 wins & 14 nominations.,33,"$80,206,743"
1043,Deuce Bigalow: European Gigolo,2005,Comedy,3 wins & 10 nominations.,23,"$22,264,487"
1045,Four Brothers,2005,"Action, Crime, Drama, Mystery, Thriller",5 wins & 9 nominations.,49,N/A
1046,The Protector,2005,"Action, Crime, Drama, Thriller",N/A,52,"$11,905,519"
1047,The Great Raid,2005,"Action, Drama, War",1 nomination.,48,"$10,074,830"
1048,Supercross,2005,"Action, Drama, Romance",N/A,26,"$3,045,751"
1049,Wah-Wah,2005,"Comedy, Drama",5 nominations.,61,"$159,111"
1064,Kiss Kiss Bang Bang,2005,"Action, Comedy, Crime, Mystery, Thriller",5 wins & 16 nominations.,72,"$4,200,000"
1050,Tsotsi,2005,"Crime, Drama",Won 1 Oscar. Another 16 wins & 13 nominations.,70,"$2,753,840"
1052,Serenity,2005,"Action, Adventure, Sci-Fi, Thriller",9 wins & 9 nominations.,74,"$25,335,935"
1053,Undiscovered,2005,"Comedy, Music, Romance",3 nominations.,29,"$1,046,166"
1054,The Brothers Grimm,2005,"Action, Adventure, Comedy, Fantasy, Thriller",4 wins & 5 nominations.,51,N/A
1055,The Constant Gardener,2005,"Drama, Mystery, Romance, Thriller",Won 1 Oscar. Another 35 wins & 68 nominations.,82,"$33,565,375"
1057,Trust the Man,2005,"Comedy, Drama, Romance",1 nomination.,43,"$1,466,103"
1058,Underclassman,2005,"Action, Comedy, Crime, Drama, Thriller",N/A,19,"$5,567,645"
1059,Brokeback Mountain,2005,"Drama, Romance",Won 3 Oscars. Another 138 wins & 128 nominations.,87,"$82,970,165"
1060,The Lost City,2005,"Drama, Romance",2 wins & 3 nominations.,47,"$2,434,066"
1061,Sisters in Law,2005,Documentary,5 wins & 3 nominations.,71,N/A
1062,The Curse of the Were-Rabbit,2005,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",Won 1 Oscar. Another 38 wins & 25 nominations.,87,"$56,068,547"
1051,The Cave,2005,"Action, Adventure, Horror, Thriller",N/A,30,"$14,888,028"
1087,Oliver Twist,2005,"Crime, Drama",2 wins & 4 nominations.,65,N/A
1138,Munich,2005,"Drama, History, Thriller",Nominated for 5 Oscars. Another 13 wins & 65 nominations.,74,"$47,379,090"
1089,Capote,2005,"Biography, Crime, Drama, History",Won 1 Oscar. Another 58 wins & 86 nominations.,88,"$28,337,516"
1120,Derailed,2005,"Crime, Drama, Thriller",N/A,40,"$35,945,749"
1121,Lonesome Jim,2005,"Comedy, Drama",1 win & 3 nominations.,54,N/A
1123,Rent,2005,"Drama, Musical, Romance",1 win & 21 nominations.,53,"$29,077,547"
1124,Syriana,2005,"Drama, Thriller",Won 1 Oscar. Another 13 wins & 28 nominations.,76,"$50,800,000"
1126,Æon Flux,2005,"Action, Adventure, Drama, Mystery, Sci-Fi, Thriller",4 nominations.,36,"$25,857,987"
1127,End of the Spear,2005,"Adventure, Biography, Drama, History",1 win & 1 nomination.,45,"$11,703,287"
1128,Memoirs of a Geisha,2005,"Drama, Romance",Won 3 Oscars. Another 27 wins & 44 nominations.,54,"$57,000,000"
1129,Forty Shades of Blue,2005,"Drama, Music, Romance",1 win & 2 nominations.,74,N/A
1130,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Adventure, Family, Fantasy",Won 1 Oscar. Another 14 wins & 46 nominations.,75,"$291,685,219"
1131,Neal 'N' Nikki,2005,"Comedy, Musical, Romance",N/A,N/A,"$100,358"
1132,King Kong,2005,"Action, Adventure, Drama, Romance",Won 3 Oscars. Another 43 wins & 100 nominations.,81,"$218,100,000"
1133,The Family Stone,2005,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 4 wins & 7 nominations.,56,"$59,856,288"
1135,Hoodwinked!,2005,"Animation, Comedy, Crime, Family, Musical, Mystery",1 nomination.,45,"$50,802,483"
1136,Fun with Dick and Jane,2005,"Comedy, Crime",7 nominations.,47,"$110,332,737"
1137,Cheaper by the Dozen 2,2005,"Adventure, Comedy, Family",1 win & 5 nominations.,34,"$82,468,131"
1037,The Wendell Baker Story,2005,"Comedy, Drama, Romance",1 win.,44,"$48,120"
1139,Transamerica,2005,"Adventure, Comedy, Drama",Nominated for 2 Oscars. Another 32 wins & 23 nominations.,66,"$8,713,873"
1141,The New World,2005,"Biography, Drama, History, Romance",Nominated for 1 Oscar. Another 6 wins & 30 nominations.,69,"$12,465,566"
1357,Dil Jo Bhi Kahey...,2005,"Drama, Romance",N/A,N/A,"$91,319"
1168,Winter Passing,2005,"Comedy, Drama",N/A,56,N/A
1189,V for Vendetta,2005,"Action, Drama, Sci-Fi, Thriller",7 wins & 27 nominations.,62,"$70,500,000"
1329,51 Birch Street,2005,Documentary,1 win & 2 nominations.,77,N/A
1238,Conversations with Other Women,2005,"Comedy, Drama, Romance",3 wins & 4 nominations.,62,N/A
1118,Get Rich or Die Tryin',2005,"Biography, Crime, Drama, Music",6 wins & 3 nominations.,45,"$30,885,034"
1088,Roll Bounce,2005,"Comedy, Drama, Music, Romance",2 wins & 6 nominations.,59,N/A
1117,Zathura: A Space Adventure,2005,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",2 wins & 3 nominations.,67,"$28,045,540"
1115,Wal-Mart: The High Cost of Low Price,2005,Documentary,N/A,71,N/A
1090,Into the Blue,2005,"Action, Adventure, Crime, Thriller",1 win & 2 nominations.,45,"$18,472,363"
1091,The Greatest Game Ever Played,2005,"Biography, Drama, History, Sport",3 nominations.,55,"$15,283,642"
1092,Fetching Cody,2005,"Drama, Fantasy, Romance, Sci-Fi",2 wins.,N/A,N/A
1093,The Squid and the Whale,2005,"Comedy, Drama",Nominated for 1 Oscar. Another 23 wins & 47 nominations.,82,"$7,073,391"
1094,The Proposition,2005,"Crime, Drama, Western",13 wins & 30 nominations.,73,"$1,705,229"
1095,Elizabethtown,2005,"Comedy, Drama, Romance",2 wins & 4 nominations.,45,"$26,838,389"
1096,Waiting...,2005,Comedy,N/A,30,"$16,101,109"
1097,Where the Truth Lies,2005,"Crime, Drama, Mystery, Thriller",2 wins & 10 nominations.,47,N/A
